id,category,sub_category,topic,survey_type,question_english,question_korean,question_short,question_type_kor,question_type_eng,tag,created_at,updated_at,audio_url
IND_GEN_COM_RTN_04,일반,-,산업,공통형,"What do people in your country usually do to prepare for their future careers? How do they gather information about different industries, and what steps do they take to get hired?","귀하의 나라 사람들은 보통 미래의 직업을 준비할 때 어떤 일을 하나요? 다양한 산업 정보를 어떻게 수집하고, 취업을 위해 어떤 절차를 밟나요?",미래 직업 준비 방법,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:43.759645+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/IND_GEN_COM_RTN_04.mp3
IND_GEN_COM_SPC_07,일반,-,산업,공통형,"When this company launched its signature products, did they find immediate success? Describe the specific obstacles or challenges the business had to overcome and how they eventually achieved their current success. Please provide as much detail as possible.","이 회사가 대표 상품을 출시했을 때 바로 성공을 거두었나요? 사업이 극복해야 했던 구체적인 장애물이나 어려움, 그리고 어떻게 현재의 성공을 이루었는지 최대한 자세히 설명해 주세요.",대표 상품 성공 과정,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.123981+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/IND_GEN_COM_SPC_07.mp3
IND_GEN_COM_SPC_08,일반,-,산업,공통형,"Tell me about a specific effort or project you took on to get ready for your current career. Describe the entire experience from start to finish, highlighting exactly what you did to prepare.","현재 직업을 준비하기 위해 했던 구체적인 노력이나 프로젝트에 대해 말씀해 주세요. 처음부터 끝까지의 경험을 설명하고, 준비 과정에서 했던 일들을 강조해 주세요.",직업 준비 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.12889+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/IND_GEN_COM_SPC_08.mp3
INT_ADV_COM_Q14_01,어드밴스,Q14,인터넷,공통형,"What kinds of modern concerns do people have about internet use when it comes to data security, privacy, or online safety? How have these specific worries evolved over time? Please discuss this digital issue in more detail.","인터넷 사용과 관련해 데이터 보안, 개인정보, 온라인 안전에 대해 사람들이 갖는 현대적인 우려에는 어떤 것들이 있나요? 이러한 걱정이 시간이 지나면서 어떻게 변화했나요? 이 디지털 문제에 대해 자세히 이야기해 주세요.",인터넷 보안 우려 변화,비교/변화,adv_14,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.12153+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_ADV_COM_Q14_01.mp3
INT_ADV_COM_Q14_02,어드밴스,Q14,인터넷,공통형,"How has surfing the internet changed since you first logged online years ago? What aspects of the web are still similar, and what are the most drastic differences in how we consume online content today?","처음 인터넷을 사용하던 시절과 비교해 인터넷 이용 방식이 어떻게 달라졌나요? 여전히 비슷한 점은 무엇이고, 오늘날 온라인 콘텐츠 소비에서 가장 큰 변화는 무엇인가요?",인터넷 이용 변화 비교,비교/변화,adv_14,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.127858+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_ADV_COM_Q14_02.mp3
INT_ADV_COM_Q15_03,어드밴스,Q15,인터넷,공통형,"How does the way people use the internet vary across different age groups, from the younger generation to the elderly? For what primary reasons do they go online, and what specific activities do they engage in? Please discuss these generational differences in detail.","사람들이 인터넷을 사용하는 방식이 세대별로 어떻게 다른지 말씀해 주세요. 젊은 세대부터 노년층까지 각 세대가 주로 어떤 이유로 인터넷을 이용하고, 구체적으로 어떤 활동을 하는지 자세히 설명해 주세요.",세대별 인터넷 사용 차이,사회적이슈,adv_15,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.12412+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_ADV_COM_Q15_03.mp3
INT_ADV_COM_Q15_04,어드밴스,Q15,인터넷,공통형,"What are some of the most serious problems or concerns people have regarding the internet today? Give me some background information on one specific issue, like cyberbullying or data leaks, and explain why it is such a major concern for regular internet users.","오늘날 사람들이 인터넷과 관련해 가장 심각하게 생각하는 문제나 우려에는 어떤 것들이 있나요? 사이버불링이나 개인정보 유출과 같은 구체적인 사례를 들어 배경을 설명하고, 왜 일반 사용자들에게 큰 걱정거리가 되는지 말씀해 주세요.",인터넷 주요 문제와 우려,사회적이슈,adv_15,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.134145+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_ADV_COM_Q15_04.mp3
INT_GEN_COM_CHILD_07,일반,-,인터넷,공통형,"When did you first become interested in surfing the internet? Tell me about your very first online experience in great detail. What specific things did you try to do, and what was your initial impression of the web?",인터넷에 처음 관심을 갖게 된 시기와 첫 온라인 경험에 대해 자세히 말씀해주세요. 당시 시도해본 구체적인 일들과 인터넷에 대한 첫인상도 설명해주세요.,인터넷 첫 경험과 인상,경험_어릴적/처음,past_childhood,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.125902+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_CHILD_07.mp3
INT_GEN_COM_CMP_06,일반,-,인터넷,공통형,The internet has definitely changed over time. Describe for me one of your earliest memories of going online. How was the experience of surfing the web different back then compared to how you use it now?,"인터넷이 시간이 지나면서 어떻게 변했는지 말씀해주세요. 처음 인터넷을 사용했던 기억 중 하나를 설명해주시고, 그때와 지금 웹 서핑 경험이 어떻게 달랐는지 이야기해주세요.",초기 인터넷 경험과 변화,비교,comparison,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 23:02:40.376419+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_CMP_06.mp3
INT_GEN_COM_DESC_01,일반,-,인터넷,공통형,"Tell me about the specific website or online platform you browse most frequently. What kind of content does it offer, and why is it your absolute favorite?","가장 자주 방문하는 특정 웹사이트나 온라인 플랫폼에 대해 말씀해 주세요. 어떤 종류의 콘텐츠를 제공하며, 왜 그곳이 가장 좋아하는 곳인가요?",자주 이용하는 웹사이트 소개,묘사,description,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.127504+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_DESC_01.mp3
INT_GEN_COM_DESC_02,일반,-,인터넷,공통형,"What specific types of online video clips do you stream for entertainment, study, or business purposes? Tell me about your favorite video genres and why they capture your interest.","엔터테인먼트, 학습, 또는 업무 목적으로 주로 시청하는 온라인 동영상의 종류는 무엇인가요? 좋아하는 동영상 장르와 그 이유에 대해 말씀해 주세요.",즐겨보는 온라인 동영상 유형,묘사,description,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.1215+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_DESC_02.mp3
INT_GEN_COM_RCT_08,일반,-,인터넷,공통형,"Tell me all about what you did online yesterday, whether it was for your job, your studies, or just for entertainment. Which specific websites or apps did you visit, and what kind of information were you searching for?","어제 온라인에서 했던 모든 활동에 대해 말씀해주세요. 업무, 공부, 오락 등 어떤 목적으로 어떤 웹사이트나 앱을 이용했고, 어떤 정보를 찾았는지 구체적으로 이야기해 주세요.",어제 온라인 활동 설명,경험_최근,past_recent,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.47907+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_RCT_08.mp3
INT_GEN_COM_RTN_03,일반,-,인터넷,공통형,"How do your friends and family members typically use the internet in their daily lives? Do they mostly rely on it for work, entertainment, or staying connected? Describe their general online habits.","친구나 가족들이 일상생활에서 인터넷을 주로 어떻게 사용하는지 말씀해주세요. 주로 일, 오락, 소통 중 어떤 용도로 많이 쓰는지와 일반적인 온라인 습관을 설명해주세요.",가족·친구 인터넷 사용 습관,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.479485+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_RTN_03.mp3
INT_GEN_COM_RTN_04,일반,-,인터넷,공통형,"Tell me about your personal routine when browsing the internet. What types of websites do you visit most often, and what specific tasks or activities do you usually handle online?",인터넷을 사용할 때의 개인적인 루틴에 대해 말씀해주세요. 자주 방문하는 웹사이트와 주로 하는 온라인 활동에는 어떤 것들이 있나요?,개인 인터넷 이용 루틴,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.481924+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_RTN_04.mp3
INT_GEN_COM_RTN_05,일반,-,인터넷,공통형,Tell me about your general online routine both at work and during your free time. How do your internet activities differ depending on the time of day and your location?,직장과 여가 시간 모두에서의 일반적인 온라인 루틴에 대해 말씀해주세요. 시간대나 장소에 따라 인터넷 사용이 어떻게 달라지는지도 설명해주세요.,근무·여가별 인터넷 사용,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.488101+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_RTN_05.mp3
INT_GEN_COM_SPC_09,일반,-,인터넷,공통형,"Tell me about a specific project you worked on that required extensive internet research. Start by giving me some background, like when and where you did this project. Then, explain exactly how you used the internet to gather the information you needed.","인터넷을 많이 활용해서 조사해야 했던 특정 프로젝트에 대해 이야기해 주세요. 언제, 어디서 진행한 프로젝트인지 배경을 먼저 설명해주시고, 정보를 어떻게 인터넷에서 찾았는지 구체적으로 말씀해 주세요.",인터넷 조사 활용 프로젝트,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.481073+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_SPC_09.mp3
INT_GEN_COM_SPC_10,일반,-,인터넷,공통형,"We all come across memorable content while surfing the internet. Talk about a specific video, article, or website you've seen online that really stood out to you. What was it about, and why was it so unforgettable?","인터넷을 하다 보면 기억에 남는 콘텐츠를 접하게 됩니다. 온라인에서 본 영상, 기사, 웹사이트 중에서 특히 인상 깊었던 것을 하나 이야기해 주세요. 어떤 내용이었고, 왜 기억에 남았는지 설명해 주세요.",인상 깊은 온라인 콘텐츠,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.477756+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_SPC_10.mp3
INT_GEN_COM_SPC_11,일반,-,인터넷,공통형,"Describe a memorable piece of content you came across online, whether it was for work or just for fun. It could have been an impressive article, a funny video, or a meaningful post. What exactly did you see, and what made it so special to you?","업무나 개인적인 용도 등 온라인에서 접한 기억에 남는 콘텐츠에 대해 이야기해 주세요. 인상적인 기사, 재미있는 영상, 의미 있는 게시글 등 어떤 것이든 좋습니다. 무엇을 봤는지, 왜 특별하게 느꼈는지 설명해 주세요.",기억에 남는 온라인 콘텐츠,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.486287+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_GEN_COM_SPC_11.mp3
INT_RP_COM_Q11_01,롤플레이,Q11,인터넷,공통형,I'd like to give you a situation and ask you to act it out. Your friend recently discovered a really cool website and recommended it to you. Call your friend and ask three or four questions to find out exactly what the site is about and why they like it so much.,"상황을 드릴 테니 역할극을 해주세요. 친구가 최근에 정말 멋진 웹사이트를 발견해서 추천해줬습니다. 친구에게 전화를 걸어 그 사이트가 어떤 곳인지, 왜 좋아하는지 등 세 가지 또는 네 가지 질문을 해주세요.",추천 웹사이트 정보 문의,질문하기,rp_11,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.484608+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_RP_COM_Q11_01.mp3
INT_RP_COM_Q12_02,롤플레이,Q12,인터넷,공통형,"I'm sorry, but there is a problem which I'll need you to resolve. You tried to visit the website your friend highly recommended, but the page won't load at all. Call your friend, explain the technical issue, and ask for suggestions on how to access the site.","죄송하지만 해결해야 할 문제가 있습니다. 친구가 강력 추천한 웹사이트에 접속하려 했으나 페이지가 전혀 열리지 않습니다. 친구에게 전화해서 기술적인 문제를 설명하고, 사이트에 접속할 수 있는 방법을 물어보세요.",웹사이트 접속 오류 해결 문의,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.486704+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_RP_COM_Q12_02.mp3
INT_RP_COM_Q12_03,롤플레이,Q12,인터넷,공통형,"I'm sorry, but there is a problem which I'll need you to resolve. You are trying to log on to a specific website, but your web browser keeps crashing. Call the IT help desk, explain the error, and express why you need this fixed urgently.","죄송하지만 해결해야 할 문제가 있습니다. 특정 웹사이트에 로그인하려고 했는데, 웹 브라우저가 계속 종료됩니다. IT 헬프데스크에 전화해서 오류 상황을 설명하고, 빠른 해결이 필요한 이유를 말해 주세요.",웹사이트 로그인 오류 긴급 요청,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.477756+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_RP_COM_Q12_03.mp3
INT_RP_COM_SPC_04,롤플레이,Q13,인터넷,공통형,"That's the end of the situation. Have you ever encountered a frustrating problem while surfing the internet? Maybe the website you needed was down, or your Wi-Fi connection suddenly dropped. Tell me about a time when you ran into technical issues online and explain exactly what you did to fix the problem.","상황이 끝났습니다. 인터넷을 사용하다가 답답한 문제를 겪은 적이 있나요? 필요한 웹사이트가 접속되지 않거나, 와이파이 연결이 갑자기 끊긴 경험이 있을 수 있습니다. 온라인에서 기술적인 문제를 겪었을 때 어떻게 해결했는지 구체적으로 말씀해 주세요.",인터넷 사용 중 문제 해결,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.829867+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_RP_COM_SPC_04.mp3
INT_RP_COM_SPC_05,롤플레이,Q13,인터넷,공통형,"That's the end of the situation. Can you tell me about a time when you heavily relied on the internet to complete a past project? What exactly was the project about, and how did your online research help you finish it? Please give me all the details.","상황이 끝났습니다. 과거에 인터넷에 크게 의존해서 프로젝트를 완수한 경험이 있나요? 그 프로젝트가 무엇이었고, 온라인 조사가 어떻게 도움이 되었는지 모든 세부사항을 말씀해 주세요.",인터넷 활용 프로젝트 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.824343+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/INT_RP_COM_SPC_05.mp3
JBI_RP_COM_Q11_01,롤플레이,Q11,회사면접,공통형,"I'd like to give you a situation and ask you to act it out. You have an upcoming job interview at a very prestigious company. To prepare yourself, call their HR department and ask three or four questions to gather more background information about the company's culture and operations.",상황을 드릴 테니 역할극을 해주세요. 곧 매우 유명한 회사에서 면접이 예정되어 있습니다. 준비를 위해 인사팀에 전화해서 회사 문화와 운영 방식에 대해 세 가지나 네 가지 질문을 해주세요.,회사 문화 및 운영 방식 문의,질문하기,rp_11,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.846826+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/JBI_RP_COM_Q11_01.mp3
JBI_RP_COM_Q12_02,롤플레이,Q12,회사면접,공통형,"I'm sorry, but there is a problem which I'll need you to resolve. Due to a sudden personal emergency, you are unable to attend your scheduled job interview today. Call the company, leave a voicemail explaining your predicament, and offer two or three alternative plans so you don't miss out on this career opportunity.","죄송하지만 해결해야 할 문제가 있습니다. 갑작스러운 개인 사정으로 오늘 예정된 면접에 참석할 수 없게 되었습니다. 회사에 전화해 음성 메시지로 상황을 설명하고, 면접 기회를 놓치지 않도록 두세 가지 대안을 제시해주세요.",면접 불참 대안 제시,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.831578+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/JBI_RP_COM_Q12_02.mp3
JBI_RP_COM_SPC_03,롤플레이,Q13,회사면접,공통형,"That's the end of the situation. Have you ever been forced to miss a scheduled class, an important meeting, or a job interview? Tell me the full story. When did this occur, what was the exact reason, and how did you resolve the situation?","예정된 수업, 중요한 회의, 또는 면접에 어쩔 수 없이 참석하지 못했던 적이 있나요? 언제, 어떤 이유로 그런 일이 있었고 어떻게 해결했는지 전체 이야기를 들려주세요.",중요 일정 불참 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:57:13.157691+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/JBI_RP_COM_SPC_03.mp3
MOV_ADV_SEL_Q14_01,어드밴스,Q14,영화,선택형,"You indicated in the survey that you go to movies with adults. Could you compare the blockbuster movies made today to the films you watched while growing up? How have movies evolved over the years, and what are the main differences and similarities?","설문에서 성인과 함께 영화를 본다고 하셨습니다. 요즘 제작되는 블록버스터 영화와 어릴 때 봤던 영화들을 비교해 주세요. 영화가 어떻게 변화했으며, 주요 차이점과 공통점은 무엇인가요?",블록버스터 영화 변화 비교,비교/변화,adv_14,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.826784+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_ADV_SEL_Q14_01.mp3
MOV_ADV_SEL_Q15_02,어드밴스,Q15,영화,선택형,"When you and your friends or family talk about movies, what specific topics or current issues regarding the film industry usually come up? Why are these subjects so interesting or concerning to your group, and what makes them so important to discuss?","친구나 가족과 영화에 대해 이야기할 때, 영화 산업과 관련된 구체적인 주제나 최근 이슈에는 어떤 것들이 있나요? 이런 주제가 왜 흥미롭거나 걱정되는지, 그리고 왜 중요한지 설명해주세요.",영화 산업 주요 이슈,사회적이슈,adv_15,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.825912+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_ADV_SEL_Q15_02.mp3
MOV_GEN_SEL_DESC_01,일반,-,영화,선택형,You indicated in the survey that you go to movies with adults. Tell me about the specific genres of films you enjoy watching the most. What draws you to those types of movies?,설문에서 어른들과 함께 영화를 본다고 하셨습니다. 가장 즐겨 보는 영화 장르는 무엇인가요? 그 장르의 영화에 끌리는 이유는 무엇인가요?,선호 영화 장르와 이유,묘사,description,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.830553+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_GEN_SEL_DESC_01.mp3
MOV_GEN_SEL_RCT_03,일반,-,영화,선택형,"I would like to know about the last time you went to the movies. Who did you go to the theater with, and what specific movie did you watch? Tell me everything you did before and after the film.","마지막으로 영화관에 갔던 때에 대해 말씀해주세요. 누구와 함께 갔고, 어떤 영화를 봤나요? 영화 상영 전과 후에 무엇을 했는지도 모두 이야기해 주세요.",최근 영화관 방문 경험,경험_최근,past_recent,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.833473+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_GEN_SEL_RCT_03.mp3
MOV_GEN_SEL_RTN_02,일반,-,영화,선택형,"Tell me about your typical routine when you go to the movie theater. Who do you usually go with, and what kinds of activities do you do before and after watching the film?","영화관에 갈 때의 보통 일과에 대해 말씀해주세요. 주로 누구와 함께 가고, 영화 관람 전후로 어떤 활동을 하시나요?",영화관 방문 일상 루틴,루틴,routine,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.827493+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_GEN_SEL_RTN_02.mp3
MOV_GEN_SEL_SPC_04,일반,-,영화,선택형,"Tell me about the most memorable movie you have seen in the past. What was the central plot, and what elements made the film so special to you? Also, would you recommend it to your friends, and why?",과거에 본 영화 중 가장 기억에 남는 영화에 대해 말씀해 주세요. 주요 줄거리와 그 영화가 특별했던 이유는 무엇이었나요? 친구들에게 추천하고 싶은지도 말씀해 주세요.,가장 기억에 남는 영화,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:45.192744+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_GEN_SEL_SPC_04.mp3
MOV_GEN_SEL_SPC_05,일반,-,영화,선택형,"Who is your favorite movie star? Tell me about a recent news story or interesting incident involving this actor. Start with a brief introduction of them, and then explain the full story and why it caught the attention of so many fans.","가장 좋아하는 영화배우에 대해 말씀해 주세요. 최근 이 배우와 관련된 뉴스나 흥미로운 사건이 있다면 소개해 주세요. 배우에 대한 간단한 소개와 함께, 그 소식이 왜 많은 팬들의 관심을 끌었는지도 설명해 주세요.",좋아하는 배우 최근 소식,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:45.188702+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_GEN_SEL_SPC_05.mp3
MOV_RP_SEL_Q11_01,롤플레이,Q11,영화,선택형,I'd like to give you a situation and ask you to act it out. You are planning to take a friend out to see a new movie this weekend. Call the local movie theater and ask three or four questions to find out everything you need to know before buying the tickets.,상황을 드릴 테니 역할극을 해주세요. 이번 주말에 친구와 새 영화를 보러 갈 계획입니다. 근처 영화관에 전화해서 예매 전에 알아야 할 점을 세 가지 또는 네 가지 질문으로 확인해보세요.,영화관 예매 전 문의,질문하기,rp_11,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:45.19428+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_RP_SEL_Q11_01.mp3
MOV_RP_SEL_Q11_02,롤플레이,Q11,영화,선택형,I'd like to give you a situation and ask you to act it out. Your friend recently recommended a fantastic new movie to you. Call your friend and ask three or four questions about the film to figure out if it's something you would enjoy watching.,상황을 드릴 테니 역할극을 해주세요. 친구가 최근에 아주 재미있는 영화를 추천해줬습니다. 친구에게 전화해서 그 영화가 본인에게 맞을지 판단할 수 있도록 세 가지 또는 네 가지 질문을 해보세요.,추천 영화 정보 질문,질문하기,rp_11,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:44.83009+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_RP_SEL_Q11_02.mp3
MOV_RP_SEL_Q12_03,롤플레이,Q12,영화,선택형,"I'm sorry, but there is a problem which I'll need you to resolve. When you and your friend arrive at the movie theater, you realize the staff issued you the wrong tickets. Approach the ticket booth, explain the mix-up to the seller, and propose two or three alternatives to resolve the problem.","죄송하지만 해결해야 할 문제가 있습니다. 친구와 영화관에 도착했는데 직원이 잘못된 티켓을 발급해주었습니다. 매표소로 가서 상황을 설명하고, 문제를 해결할 수 있는 두세 가지 대안을 제시해주세요.",영화 티켓 오류 해결 방안,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:45.190876+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_RP_SEL_Q12_03.mp3
MOV_RP_SEL_Q12_04,롤플레이,Q12,영화,선택형,"I'm sorry, but there is a problem which I'll need you to resolve. You are currently at the movie theater with your friend, but the film is so boring that you want to walk out. Explain your feelings to your friend and suggest two or three alternative activities you guys could do instead.","죄송하지만 해결해야 할 문제가 있습니다. 친구와 영화관에 있는데 영화가 너무 지루해서 나가고 싶습니다. 친구에게 자신의 감정을 설명하고, 대신 할 수 있는 두세 가지 활동을 제안해주세요.",지루한 영화 대체 활동 제안,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:45.212217+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_RP_SEL_Q12_04.mp3
MOV_RP_SEL_SPC_05,롤플레이,Q13,영화,선택형,"That's the end of the situation. Has a similar problem ever happened to you? Have you ever purchased tickets or made reservations only to have something go completely wrong? Tell me the full story. Start with the background of when and where it took place, then explain the exact issue and how you finally resolved it.","비슷한 문제를 겪은 적이 있나요? 티켓을 예매하거나 예약을 했는데 큰 문제가 생겼던 경험이 있다면, 언제 어디서였는지, 어떤 일이 있었고 어떻게 해결했는지 전체 과정을 말씀해 주세요.",예매/예약 문제 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:45.188696+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_RP_SEL_SPC_05.mp3
MOV_RP_SEL_SPC_06,롤플레이,Q13,영화,선택형,"That's the end of the situation. Have you ever sat down to watch an incredibly boring movie? If so, how did you handle it? Did you actually finish the film or give up halfway? Tell me all the details about that disappointing movie experience.","매우 지루한 영화를 본 적이 있나요? 그럴 때 어떻게 했는지, 끝까지 봤는지 아니면 중간에 포기했는지 등 그 실망스러웠던 영화 경험에 대해 자세히 말씀해 주세요.",지루한 영화 감상 경험,경험_특별한,past_special,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:45.198738+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MOV_RP_SEL_SPC_06.mp3
MP3_RP_SEL_Q11_01,롤플레이,Q11,MP3,선택형,"I'd like to give you a situation and ask you to act it out. You are planning to purchase a new MP3 player or portable music device. Since your friend knows a lot about electronics, call them up and ask three or four questions to get some solid recommendations before buying one.",상황을 드릴 테니 역할극을 해주세요. 새 MP3 플레이어나 휴대용 음악 기기를 구매할 계획입니다. 전자제품에 대해 잘 아는 친구에게 전화해서 구매 전 추천을 받을 수 있도록 세 가지 또는 네 가지 질문을 해보세요.,MP3 기기 추천 문의,질문하기,rp_11,Int,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:45.194562+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MP3_RP_SEL_Q11_01.mp3
MP3_RP_SEL_Q12_02,롤플레이,Q12,MP3,선택형,"I'm sorry, but there is a problem which I'll need you to resolve. You accidentally broke your friend's MP3 player that you borrowed. Call your friend, confess exactly how the device got damaged and its current condition, and offer two or three alternatives to replace or repair it right away.","죄송하지만 해결해야 할 문제가 있습니다. 친구에게 빌린 MP3 플레이어를 실수로 고장냈습니다. 친구에게 전화해 어떻게 고장났는지와 현재 상태를 솔직하게 설명하고, 바로 교체나 수리할 수 있는 두세 가지 대안을 제시해주세요.",빌린 MP3 고장 대처,대안제시,rp_12,Adv,2026-03-01 19:56:50.957682+09,2026-03-01 22:56:45.191103+09,https://rwdsyqnrrpwkureqfxwb.supabase.co/storage/v1/object/public/audio-recordings/questions/MP3_RP_SEL_Q12_02.mp3
